section,product_id,default_code,product_name,statut_actuel,recette,source_run,affichage_grille_actuel,lien_shop_sandbox,lien_jpeg_tuile,lien_master_backup,note_dev_existante,decision_moa,motif_principal,commentaire_moa,date_revue_moa,revue_par
validated_storage,476,CK-MO-037,Tapenade agrumes confits,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-037-tapenade-agrumes-confits-476,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/37_ck-mo-037_tapenade-agrumes-confits.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène lifestyle générique ; SKU tapenade insuffisamment identifiable.,2026-05-20,MOA
validated_storage,477,CK-MO-038,Confiture christophine gingembre,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-038-confiture-christophine-gingembre-477,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/38_ck-mo-038_confiture-christophine-gingembre.jpg,,DOCTRINE_V2 — validated → validated_storage,validated_grid,OK_visuel,"Ensemble de pots lisible, image pleine, rendu acceptable en grille.",2026-05-20,MOA
validated_storage,478,CK-MO-039,Confiture papaye muscovado,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-039-confiture-papaye-muscovado-478,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/39_ck-mo-039_confiture-papaye-muscovado.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Portrait/lifestyle non produit ; ne convient pas à une tuile produit.,2026-05-20,MOA
validated_storage,479,CK-MO-040,Quatre épices créoles,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-040-quatre-epices-creoles-479,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/40_ck-mo-040_quatre-epices-creoles.jpg,,DOCTRINE_V2 — validated → validated_storage,validated_grid,image_pleine_conforme,"Image pleine, cohérente et lisible pour un produit épices.",2026-05-20,MOA
validated_storage,480,CK-MO-041,Poudre colombo créole,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-041-poudre-colombo-creole-480,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/41_ck-mo-041_poudre-colombo-creole.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,"Étagère générique, produit Poudre colombo non isolé.",2026-05-20,MOA
validated_storage,481,CK-MO-042,Bouillon légumes des îles,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-042-bouillon-legumes-des-iles-481,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/42_ck-mo-042_bouillon-legumes-des-iles.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; SKU Bouillon légumes non clairement identifiable.,2026-05-20,MOA
validated_storage,482,CK-MO-043,Rougail tomate créole,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-043-rougail-tomate-creole-482,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/43_ck-mo-043_rougail-tomate-creole.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; SKU Rougail tomate non clairement identifiable.,2026-05-20,MOA
validated_storage,483,CK-MO-044,Sirop jambosier,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-044-sirop-jambosier-483,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/44_ck-mo-044_sirop-jambosier.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Étagère générique ; Sirop jambosier non identifiable comme SKU unique.,2026-05-20,MOA
validated_storage,485,CK-MO-046,Jus goyave passion,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-046-jus-goyave-passion-485,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/46_ck-mo-046_jus-goyave-passion.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Visuel boissons générique ; Jus goyave passion non isolé.,2026-05-20,MOA
validated_storage,486,CK-MO-047,Infusion bois bandé,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-047-infusion-bois-bande-486,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/47_ck-mo-047_infusion-bois-bande.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; Infusion bois bandé non identifiable.,2026-05-20,MOA
