section,product_id,default_code,product_name,statut_actuel,recette,source_run,affichage_grille_actuel,lien_shop_sandbox,lien_jpeg_tuile,lien_master_backup,note_dev_existante,decision_moa,motif_principal,commentaire_moa,date_revue_moa,revue_par
validated_storage,476,CK-MO-037,Tapenade agrumes confits,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-037-tapenade-agrumes-confits-476,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/37_ck-mo-037_tapenade-agrumes-confits.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène lifestyle générique ; SKU tapenade insuffisamment identifiable.,2026-05-20,MOA
validated_storage,477,CK-MO-038,Confiture christophine gingembre,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-038-confiture-christophine-gingembre-477,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/38_ck-mo-038_confiture-christophine-gingembre.jpg,,DOCTRINE_V2 — validated → validated_storage,validated_grid,OK_visuel,"Ensemble de pots lisible, image pleine, rendu acceptable en grille.",2026-05-20,MOA
validated_storage,478,CK-MO-039,Confiture papaye muscovado,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-039-confiture-papaye-muscovado-478,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/39_ck-mo-039_confiture-papaye-muscovado.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Portrait/lifestyle non produit ; ne convient pas à une tuile produit.,2026-05-20,MOA
validated_storage,479,CK-MO-040,Quatre épices créoles,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-040-quatre-epices-creoles-479,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/40_ck-mo-040_quatre-epices-creoles.jpg,,DOCTRINE_V2 — validated → validated_storage,validated_grid,image_pleine_conforme,"Image pleine, cohérente et lisible pour un produit épices.",2026-05-20,MOA
validated_storage,480,CK-MO-041,Poudre colombo créole,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-041-poudre-colombo-creole-480,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/41_ck-mo-041_poudre-colombo-creole.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,"Étagère générique, produit Poudre colombo non isolé.",2026-05-20,MOA
validated_storage,481,CK-MO-042,Bouillon légumes des îles,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-042-bouillon-legumes-des-iles-481,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/42_ck-mo-042_bouillon-legumes-des-iles.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; SKU Bouillon légumes non clairement identifiable.,2026-05-20,MOA
validated_storage,482,CK-MO-043,Rougail tomate créole,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-043-rougail-tomate-creole-482,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/43_ck-mo-043_rougail-tomate-creole.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; SKU Rougail tomate non clairement identifiable.,2026-05-20,MOA
validated_storage,483,CK-MO-044,Sirop jambosier,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-044-sirop-jambosier-483,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/44_ck-mo-044_sirop-jambosier.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Étagère générique ; Sirop jambosier non identifiable comme SKU unique.,2026-05-20,MOA
validated_storage,485,CK-MO-046,Jus goyave passion,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-046-jus-goyave-passion-485,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/46_ck-mo-046_jus-goyave-passion.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Visuel boissons générique ; Jus goyave passion non isolé.,2026-05-20,MOA
validated_storage,486,CK-MO-047,Infusion bois bandé,validated_storage,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-047-infusion-bois-bande-486,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/47_ck-mo-047_infusion-bois-bande.jpg,,DOCTRINE_V2 — validated → validated_storage,needs_review_source,source_faible,Scène multi-produits ; Infusion bois bandé non identifiable.,2026-05-20,MOA
annexe,7,,Maniocookies salés La Platine,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/maniocookies-sales-la-platine-7,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/01_product-7_maniocookies-sales-la-platine.jpg,,RETRAIT_ALPHA_MOA — retour v1.1 image pleine,validated_storage,produit_flottant,Packshot lisible mais présence commerciale faible ; garder en storage.,2026-05-20,MOA
annexe,153,,Confiture banane flambée,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/confiture-banane-flambee-153,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/04_product-153_confiture-banane-flambee.jpg,,Produit lisible mais petit dans une scène lifestyle,validated_grid,OK_visuel,Pot visible dans une scène maîtrisée ; acceptable en grille avec réserve mineure.,2026-05-20,MOA
annexe,158,,Sauce piment cadji,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/sauce-piment-cadji-158,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/09_product-158_sauce-piment-cadji.jpg,,Bouteille claire et vendeuse ; réserve légère sur scène très présente.,validated_grid,OK_visuel,Bouteille piment nette et dominante ; promotion grille acceptable.,2026-05-20,MOA
annexe,159,,Rougail épices Réunion,validated_reserve,ck_shop_tile_v1.1,pilote_20260520_lot_m_corrige,fallback master,/shop/rougail-epices-reunion-159,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_m_corrige/output/jpeg/10_product-159_rougail-epices-reunion_corrige.jpg,,Lot M corrigé MOA,validated_grid,image_pleine_conforme,"Image pleine, composition lisible, rendu premium.",2026-05-20,MOA
annexe,160,,Chutney mangue verte,validated_reserve,ck_shop_tile_v1.1,pilote_20260520_lot_m_corrige,fallback master,/shop/chutney-mangue-verte-160,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_m_corrige/output/jpeg/11_product-160_chutney-mangue-verte_corrige.jpg,,Lot M corrigé MOA,validated_grid,OK_visuel,Pots visibles et image pleine ; promotion acceptable malgré densité modérée.,2026-05-20,MOA
annexe,163,,Mix beignets manioc,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/mix-beignets-manioc-163,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/14_product-163_mix-beignets-manioc.jpg,,RETRAIT_ALPHA_MOA — retour v1.1 image pleine,needs_review_source,source_faible,Source trop proche maniocookies ; Mix beignets non identifiable.,2026-05-20,MOA
annexe,164,,Miel créole baie rose,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/miel-creole-baie-rose-164,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/15_product-164_miel-creole-baie-rose.jpg,,Pot identifiable dans une scène chaude ; étiquette peu lisible,validated_grid,OK_visuel,Pot miel identifiable dans scène premium ; réserve étiquette acceptable.,2026-05-20,MOA
annexe,179,,Mélange épices caraïbes,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/melange-epices-caraibes-179,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/18_product-179_melange-epices-caraibes.jpg,,Ambiance attractive ; réserve sur identification exacte du produit.,needs_review_source,source_faible,Ambiance attractive mais produit exact insuffisamment identifiable.,2026-05-20,MOA
annexe,180,,Tartinade coco citron vert,validated_reserve,ck_shop_tile_v1.1,pilote_20260520_lot_m_corrige,fallback master,/shop/tartinade-coco-citron-vert-180,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_m_corrige/output/jpeg/19_product-180_tartinade-coco-citron-vert_corrige.jpg,,Lot M corrigé MOA,needs_review_source,source_faible,Scène plage/boissons trop éloignée du SKU tartinade.,2026-05-20,MOA
annexe,181,,Assortiment apéritif créole,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/assortiment-aperitif-creole-181,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/20_product-181_assortiment-aperitif-creole.jpg,,Assortiment lisible et cohérent ; réserve sur densité de scène.,validated_grid,OK_visuel,"Assortiment cohérent avec le SKU, scène lisible en grille.",2026-05-20,MOA
annexe,185,,Confiture fruits de la passion,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/confiture-fruits-de-la-passion-185,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/24_product-185_confiture-fruits-de-la-passion.jpg,,Pot identifiable mais petit dans la scène,needs_review_source,source_faible,Visuel trop proche d'autres confitures ; redemande source dédiée.,2026-05-20,MOA
annexe,186,,Trio sirops des Antilles,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/trio-sirops-des-antilles-186,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/25_product-186_trio-sirops-des-antilles.jpg,,Trio cohérent et chaleureux ; réserve sur lisibilité des étiquettes.,validated_grid,OK_visuel,Trio de sirops cohérent avec le SKU et lisible.,2026-05-20,MOA
annexe,467,CK-MO-028,Sauce scotch bonnet créole,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-028-sauce-scotch-bonnet-creole-467,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/28_ck-mo-028_sauce-scotch-bonnet-creole.jpg,,Bouteille lisible et vendeuse ; réserve légère sur scène très présente.,validated_grid,OK_visuel,"Bouteille sauce piment lisible, rendu vendeur.",2026-05-20,MOA
annexe,468,CK-MO-029,Confiture goyave rose,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-029-confiture-goyave-rose-468,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/29_ck-mo-029_confiture-goyave-rose.jpg,,Pot identifiable mais petit ; acceptable avec réserve de poids visuel.,needs_review_source,source_faible,Visuel confiture trop proche d'autres SKU ; source dédiée requise.,2026-05-20,MOA
annexe,469,CK-MO-030,Pochette curry des Antilles,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-030-pochette-curry-des-antilles-469,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/30_ck-mo-030_pochette-curry-des-antilles.jpg,,Pochette produit claire ; légère réserve sur intégration fond/carte.,validated_grid,OK_visuel,"Pochette curry identifiable, image pleine acceptable.",2026-05-20,MOA
annexe,472,CK-MO-033,Palettes coco vanille,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-033-palettes-coco-vanille-472,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/33_ck-mo-033_palettes-coco-vanille.jpg,,RETRAIT_ALPHA_MOA — retour v1.1 image pleine,needs_review_source,source_faible,Source non alignée avec Palettes coco vanille ; redemande source.,2026-05-20,MOA
annexe,489,CK-MO-050,Miel polyfloral créole,validated_reserve,ck_shop_tile_v1.1,pilote_20260520,fallback master,/shop/ck-mo-050-miel-polyfloral-creole-489,tools/ck_image_normalizer/reports/runs/pilote_20260520/output/jpeg/50_ck-mo-050_miel-polyfloral-creole.jpg,,Pot miel identifiable dans une scène premium ; réserve sur lisibilité étiquette.,validated_grid,OK_visuel,Pot miel identifiable dans scène premium ; acceptable avec réserve mineure.,2026-05-20,MOA
annexe,9,,Pâtes de manioc Mayotte,pending_review,ck_shop_tile_v1.1,pilote_20260520_lot_manioc_sources,fallback master,/shop/pates-de-manioc-mayotte-9,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_manioc_sources/output/jpeg/03_product-9_pates-de-manioc-mayotte_source_distincte.jpg,,Lot B MOA — NEEDS_REVIEW_SOURCE (effet rectangle interne),validated_grid,OK_visuel,Nouvelle source distincte : packshot pâtes lisible et cohérent.,2026-05-20,MOA
annexe,184,,Semoule manioc fine Mayotte,pending_review,ck_shop_tile_v1.1,pilote_20260520_lot_manioc_sources,fallback master,/shop/semoule-manioc-fine-mayotte-184,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_manioc_sources/output/jpeg/23_product-184_semoule-manioc-fine-mayotte_source_distincte.jpg,,Lot B MOA — NEEDS_REVIEW_SOURCE (effet rectangle interne),validated_grid,OK_visuel,Nouvelle source distincte : semoule lisible ; plein cadre accepté avec réserve.,2026-05-20,MOA
annexe,188,,Coffret biscuits et douceurs,pending_review,ck_shop_tile_v1.1,pilote_20260520_lot_m_corrige,fallback master,/shop/coffret-biscuits-et-douceurs-188,tools/ck_image_normalizer/reports/runs/pilote_20260520_lot_m_corrige/output/jpeg/27_product-188_coffret-biscuits-et-douceurs_corrige.jpg,,Lot B MOA — NEEDS_REVIEW_SOURCE (effet rectangle interne),validated_storage,rectangle_interne,Exploitable avec réserve mais effet rectangle interne ; ne pas promouvoir.,2026-05-20,MOA
annexe,154,,Colombo des Antilles (épices),pending_review,—,FALLBACK_P1,fallback master (actif),/shop/colombo-des-antilles-epices-154,— (tuile retirée P1),,FALLBACK_TEMP_P1_MOA — effet rectangle interne · image_1920 affichée,fallback_master,rectangle_interne,Tuile retirée P1 ; garder fallback master pour éviter rectangle interne.,2026-05-20,MOA
annexe,156,,Biscuits coco vanille,pending_review,—,FALLBACK_P2,fallback master (actif),/shop/biscuits-coco-vanille-156,— (tuile retirée P2),,FALLBACK_TEMP_P2_MOA — NEEDS_REVIEW_SOURCE · image_1920 affichée,fallback_master,source_faible,Tuile retirée P2 ; garder fallback master en attente source/cadrage.,2026-05-20,MOA
annexe,471,CK-MO-032,Biscuits banane confiture,pending_review,—,FALLBACK_P2,fallback master (actif),/shop/ck-mo-032-biscuits-banane-confiture-471,— (tuile retirée P2),,FALLBACK_TEMP_P2_MOA — NEEDS_REVIEW_SOURCE · image_1920 affichée,fallback_master,source_faible,Tuile retirée P2 ; garder fallback master en attente source/cadrage.,2026-05-20,MOA
